entity:pedigree_id Population Sex Superpopulation
NA19439 LWK 2 AFR
NA19440 LWK 2 AFR
NA19443 LWK 1 AFR
NA19445 LWK 2 AFR
NA19446 LWK 2 AFR
NA19448 LWK 1 AFR
NA19449 LWK 2 AFR
NA19451 LWK 1 AFR
NA19452 LWK 1 AFR
NA19454 LWK 1 AFR
NA19455 LWK 1 AFR
NA19456 LWK 2 AFR
NA19457 LWK 2 AFR
NA19461 LWK 1 AFR
NA19462 LWK 2 AFR
NA19463 LWK 2 AFR
NA19466 LWK 1 AFR
NA19467 LWK 2 AFR
NA19468 LWK 2 AFR
NA19471 LWK 2 AFR
NA19472 LWK 2 AFR
NA19473 LWK 2 AFR
NA19474 LWK 2 AFR
NA19475 LWK 2 AFR
NA19625 ASW 2 AFR
NA19648 MXL 2 AMR
NA19649 MXL 1 AMR
NA19650 MXL 1 AMR
NA19651 MXL 2 AMR
NA19652 MXL 1 AMR
NA19653 MXL 2 AMR
NA19654 MXL 2 AMR
NA19655 MXL 1 AMR
NA19656 MXL 2 AMR
NA19657 MXL 2 AMR
NA19658 MXL 1 AMR
NA19659 MXL 2 AMR
NA19660 MXL 2 AMR
NA19661 MXL 1 AMR
NA19662 MXL 2 AMR
NA19663 MXL 2 AMR
NA19664 MXL 1 AMR
NA19665 MXL 2 AMR
NA19669 MXL 2 AMR
NA19670 MXL 1 AMR
NA19671 MXL 2 AMR
NA19675 MXL 2 AMR
NA19676 MXL 1 AMR
NA19677 MXL 2 AMR
NA19678 MXL 2 AMR
NA19679 MXL 1 AMR
NA19680 MXL 2 AMR
NA19681 MXL 2 AMR
NA19682 MXL 1 AMR
NA19683 MXL 2 AMR
NA19684 MXL 2 AMR
NA19685 MXL 1 AMR
NA19686 MXL 2 AMR
NA19700 ASW 1 AFR
NA19701 ASW 2 AFR
NA19702 ASW 1 AFR
NA19703 ASW 1 AFR
NA19704 ASW 2 AFR
NA19705 ASW 1 AFR
NA19707 ASW 2 AFR
NA19711 ASW 1 AFR
NA19712 ASW 2 AFR
NA19713 ASW 2 AFR
NA19716 MXL 2 AMR
NA19717 MXL 1 AMR
NA19718 MXL 2 AMR
NA19719 MXL 2 AMR
NA19720 MXL 1 AMR
NA19721 MXL 2 AMR
NA19722 MXL 2 AMR
NA19723 MXL 1 AMR
NA19724 MXL 1 AMR
NA19725 MXL 2 AMR
NA19726 MXL 1 AMR
NA19727 MXL 1 AMR
NA19728 MXL 2 AMR
NA19729 MXL 1 AMR
NA19730 MXL 2 AMR
NA19731 MXL 2 AMR
NA19732 MXL 1 AMR
NA19733 MXL 2 AMR
NA19734 MXL 2 AMR
NA19735 MXL 1 AMR
NA19740 MXL 2 AMR
NA19741 MXL 1 AMR
NA19746 MXL 2 AMR
NA19747 MXL 1 AMR
NA19748 MXL 2 AMR
NA19749 MXL 2 AMR
NA19750 MXL 1 AMR
NA19751 MXL 1 AMR
NA19752 MXL 2 AMR
NA19755 MXL 2 AMR
NA19756 MXL 1 AMR
NA19757 MXL 1 AMR
NA19758 MXL 2 AMR
NA19759 MXL 1 AMR
NA19760 MXL 2 AMR
NA19761 MXL 2 AMR
NA19762 MXL 1 AMR
NA19763 MXL 2 AMR
NA19764 MXL 2 AMR
NA19770 MXL 2 AMR
NA19771 MXL 1 AMR
NA19772 MXL 1 AMR
NA19773 MXL 2 AMR
NA19774 MXL 1 AMR
NA19775 MXL 2 AMR
NA19776 MXL 2 AMR
NA19777 MXL 1 AMR
NA19778 MXL 1 AMR
NA19779 MXL 2 AMR
NA19780 MXL 1 AMR
NA19781 MXL 2 AMR
NA19782 MXL 2 AMR
NA19783 MXL 1 AMR
NA19784 MXL 1 AMR
NA19785 MXL 2 AMR
NA19786 MXL 1 AMR
NA19787 MXL 1 AMR
NA19788 MXL 2 AMR
NA19789 MXL 1 AMR
NA19790 MXL 2 AMR
NA19792 MXL 1 AMR
NA19794 MXL 2 AMR
NA19795 MXL 1 AMR
NA19796 MXL 1 AMR
NA19818 ASW 1 AFR
NA19819 ASW 2 AFR
NA19828 ASW 1 AFR
NA19834 ASW 1 AFR
NA19835 ASW 2 AFR
NA19836 ASW 2 AFR
NA19900 ASW 1 AFR
NA19901 ASW 2 AFR
NA19902 ASW 2 AFR
NA19904 ASW 1 AFR
NA19908 ASW 1 AFR
NA19909 ASW 2 AFR
NA19913 ASW 2 AFR
NA19914 ASW 2 AFR
NA19916 ASW 1 AFR
NA19917 ASW 2 AFR
NA19918 ASW 1 AFR
NA19919 ASW 1 AFR
NA19920 ASW 1 AFR
NA19921 ASW 2 AFR
NA19922 ASW 1 AFR
NA19923 ASW 2 AFR
NA19924 ASW 2 AFR
NA19982 ASW 1 AFR
NA19983 ASW 2 AFR
NA19984 ASW 1 AFR
NA20126 ASW 1 AFR
NA20127 ASW 2 AFR
NA20128 ASW 2 AFR
NA20129 ASW 2 AFR
NA20274 ASW 2 AFR
NA20276 ASW 2 AFR
NA20278 ASW 1 AFR
NA20279 ASW 1 AFR
NA20281 ASW 1 AFR
NA20282 ASW 2 AFR
NA20287 ASW 2 AFR
NA20289 ASW 2 AFR
NA20291 ASW 1 AFR
NA20294 ASW 2 AFR
NA20296 ASW 2 AFR
NA20298 ASW 1 AFR
NA20299 ASW 2 AFR
NA20314 ASW 2 AFR
NA20317 ASW 2 AFR
NA20318 ASW 1 AFR
NA20320 ASW 2 AFR
NA20321 ASW 2 AFR
NA20332 ASW 2 AFR
NA20334 ASW 2 AFR
NA20339 ASW 2 AFR
NA20340 ASW 1 AFR
NA20342 ASW 1 AFR
NA20346 ASW 1 AFR
NA20348 ASW 1 AFR
NA20351 ASW 1 AFR
NA20355 ASW 2 AFR
NA20356 ASW 1 AFR
NA20357 ASW 2 AFR
NA20358 ASW 1 AFR
NA20359 ASW 2 AFR
NA20362 ASW 1 AFR
NA20412 ASW 2 AFR
NA20502 TSI 2 EUR
NA20503 TSI 2 EUR
NA20504 TSI 2 EUR
NA20505 TSI 2 EUR
NA20506 TSI 2 EUR
NA20507 TSI 2 EUR
NA20508 TSI 2 EUR
NA20509 TSI 1 EUR
NA20510 TSI 1 EUR
NA20511 TSI 1 EUR
NA20512 TSI 1 EUR
NA20513 TSI 1 EUR
NA20514 TSI 2 EUR
NA20515 TSI 1 EUR
NA20516 TSI 1 EUR
NA20517 TSI 2 EUR
NA20518 TSI 1 EUR
NA20519 TSI 1 EUR
NA20520 TSI 1 EUR
NA20521 TSI 1 EUR
NA20522 TSI 2 EUR
NA20524 TSI 1 EUR
NA20525 TSI 1 EUR
NA20527 TSI 1 EUR
NA20528 TSI 1 EUR
NA20529 TSI 2 EUR
NA20530 TSI 2 EUR
NA20531 TSI 2 EUR
NA20532 TSI 1 EUR
NA20533 TSI 2 EUR
NA20534 TSI 1 EUR
NA20535 TSI 2 EUR
NA20536 TSI 1 EUR
NA20538 TSI 1 EUR
NA20539 TSI 1 EUR
NA20540 TSI 2 EUR
NA20541 TSI 2 EUR
NA20542 TSI 2 EUR
NA20543 TSI 1 EUR
NA20544 TSI 1 EUR
NA20581 TSI 1 EUR
NA20582 TSI 2 EUR
NA20585 TSI 2 EUR
NA20586 TSI 1 EUR
NA20587 TSI 2 EUR
NA20588 TSI 1 EUR
NA20589 TSI 2 EUR
NA20752 TSI 1 EUR
NA20753 TSI 2 EUR
NA20754 TSI 1 EUR
NA20755 TSI 1 EUR
NA20756 TSI 2 EUR
NA20757 TSI 2 EUR
NA20758 TSI 1 EUR
NA20759 TSI 1 EUR
NA20760 TSI 2 EUR
NA20761 TSI 2 EUR
NA20762 TSI 1 EUR
NA20763 TSI 1 EUR
NA20764 TSI 2 EUR
NA20765 TSI 1 EUR
NA20766 TSI 2 EUR
NA20767 TSI 1 EUR
NA20768 TSI 2 EUR
NA20769 TSI 2 EUR
NA20770 TSI 1 EUR
NA20771 TSI 2 EUR
NA20772 TSI 2 EUR
NA20773 TSI 2 EUR
NA20774 TSI 2 EUR
NA20775 TSI 2 EUR
NA20778 TSI 1 EUR
NA20783 TSI 1 EUR
NA20785 TSI 1 EUR
NA20786 TSI 2 EUR
NA20787 TSI 1 EUR
NA20790 TSI 2 EUR
NA20792 TSI 1 EUR
NA20795 TSI 2 EUR
NA20796 TSI 1 EUR
NA20797 TSI 2 EUR
NA20798 TSI 1 EUR
NA20799 TSI 2 EUR
NA20800 TSI 2 EUR
NA20801 TSI 1 EUR
NA20802 TSI 2 EUR
NA20803 TSI 1 EUR
NA20804 TSI 2 EUR
NA20805 TSI 1 EUR
NA20806 TSI 1 EUR
NA20807 TSI 2 EUR
NA20808 TSI 2 EUR
NA20809 TSI 1 EUR
NA20810 TSI 1 EUR
NA20811 TSI 1 EUR
NA20812 TSI 1 EUR
NA20813 TSI 2 EUR
NA20814 TSI 1 EUR
NA20815 TSI 1 EUR
NA20818 TSI 2 EUR
NA20819 TSI 2 EUR
NA20821 TSI 2 EUR
NA20822 TSI 2 EUR
NA20826 TSI 2 EUR
NA20827 TSI 1 EUR
NA20828 TSI 2 EUR
NA20832 TSI 2 EUR
NA20845 GIH 1 SAS
NA20846 GIH 1 SAS
NA20847 GIH 2 SAS
NA20849 GIH 2 SAS
NA20850 GIH 1 SAS
NA20851 GIH 2 SAS
NA20852 GIH 1 SAS
NA20853 GIH 2 SAS
NA20854 GIH 2 SAS
NA20856 GIH 2 SAS
NA20858 GIH 1 SAS
NA20859 GIH 2 SAS
NA20861 GIH 1 SAS
NA20862 GIH 2 SAS
NA20863 GIH 1 SAS
NA20864 GIH 1 SAS
NA20866 GIH 1 SAS
NA20867 GIH 1 SAS
NA20868 GIH 2 SAS
NA20869 GIH 2 SAS
NA20870 GIH 1 SAS
NA20872 GIH 2 SAS
NA20874 GIH 2 SAS
NA20875 GIH 2 SAS
NA20876 GIH 2 SAS
NA20877 GIH 2 SAS
NA20878 GIH 2 SAS
NA20881 GIH 2 SAS
NA20882 GIH 2 SAS
NA20884 GIH 1 SAS
NA20885 GIH 1 SAS
NA20886 GIH 2 SAS
NA20887 GIH 1 SAS
NA20888 GIH 2 SAS
NA20889 GIH 1 SAS
NA20890 GIH 1 SAS
NA20891 GIH 1 SAS
NA20892 GIH 2 SAS
NA20894 GIH 2 SAS
NA20895 GIH 1 SAS
NA20896 GIH 2 SAS
NA20897 GIH 1 SAS
NA20899 GIH 2 SAS
NA20900 GIH 2 SAS
NA20901 GIH 1 SAS
NA20902 GIH 2 SAS
NA20903 GIH 1 SAS
NA20904 GIH 1 SAS
NA20905 GIH 1 SAS
NA20906 GIH 2 SAS
NA20908 GIH 2 SAS
NA20910 GIH 2 SAS
NA20911 GIH 1 SAS
NA21086 GIH 2 SAS
NA21087 GIH 1 SAS
NA21088 GIH 2 SAS
NA21089 GIH 2 SAS
NA21090 GIH 1 SAS
NA21091 GIH 1 SAS
NA21092 GIH 1 SAS
NA21093 GIH 1 SAS
NA21094 GIH 1 SAS
NA21095 GIH 1 SAS
NA21097 GIH 2 SAS
NA21098 GIH 1 SAS
NA21099 GIH 1 SAS
NA21100 GIH 1 SAS
NA21101 GIH 2 SAS
NA21102 GIH 2 SAS
NA21103 GIH 2 SAS
NA21104 GIH 1 SAS
NA21105 GIH 1 SAS
NA21106 GIH 2 SAS
NA21107 GIH 1 SAS
NA21108 GIH 2 SAS
NA21109 GIH 1 SAS
NA21110 GIH 2 SAS
NA21111 GIH 1 SAS
NA21112 GIH 1 SAS
NA21113 GIH 1 SAS
NA21114 GIH 1 SAS
NA21115 GIH 1 SAS
NA21116 GIH 1 SAS
NA21117 GIH 1 SAS
NA21118 GIH 1 SAS
NA21119 GIH 1 SAS
NA21120 GIH 2 SAS
NA21122 GIH 2 SAS
NA21123 GIH 1 SAS
NA21124 GIH 1 SAS
NA21125 GIH 2 SAS
NA21126 GIH 1 SAS
NA21127 GIH 1 SAS
NA21128 GIH 1 SAS
NA21129 GIH 1 SAS
NA21130 GIH 1 SAS
NA21133 GIH 1 SAS
NA21135 GIH 1 SAS
NA21137 GIH 2 SAS
NA21141 GIH 2 SAS
NA21142 GIH 2 SAS
NA21143 GIH 2 SAS
NA21144 GIH 2 SAS
